market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_order_place_duration,estimated_store_to_consumer_driving_duration
4.0,2015-02-11 02:08:30,2015-02-11 02:58:15,55,,1.0,4,2462,3,275,1175,13.0,12.0,14.0,446,370.0
4.0,2015-02-05 00:49:09,2015-02-05 01:31:04,55,,1.0,3,1237,2,250,737,8.0,7.0,8.0,446,396.0
4.0,2015-02-08 01:00:12,2015-02-08 01:36:49,55,,1.0,1,737,1,737,737,12.0,12.0,12.0,446,364.0
4.0,2015-02-14 04:09:57,2015-02-14 05:03:34,55,,1.0,4,1800,3,250,975,11.0,10.0,9.0,446,559.0
4.0,2015-01-31 00:55:05,2015-01-31 01:30:11,55,,1.0,4,1823,4,100,737,7.0,5.0,4.0,446,545.0
4.0,2015-01-25 23:41:33,2015-01-26 00:25:13,55,,4.0,5,2487,4,125,1145,10.0,11.0,9.0,446,922.0
4.0,2015-01-22 19:49:19,2015-01-22 20:48:21,55,,1.0,8,4669,5,65,1175,12.0,6.0,11.0,446,393.0
4.0,2015-01-31 21:22:00,2015-01-31 22:20:27,55,,1.0,5,3523,3,637,737,4.0,5.0,8.0,446,757.0
4.0,2015-02-05 23:35:57,2015-02-06 00:18:07,55,,1.0,2,1474,1,737,737,7.0,5.0,4.0,446,447.0
4.0,2015-02-09 02:39:54,2015-02-09 03:25:11,55,,1.0,3,990,3,65,725,12.0,9.0,15.0,446,307.0
4.0,2015-02-18 02:00:47,2015-02-18 03:05:00,55,,1.0,5,2920,3,355,737,8.0,8.0,13.0,446,1030.0
4.0,2015-01-26 21:17:48,2015-01-26 22:13:17,55,,4.0,4,2237,3,200,1100,7.0,7.0,8.0,446,766.0
4.0,2015-02-12 04:40:27,2015-02-12 05:39:02,55,,1.0,1,737,1,737,737,7.0,10.0,12.0,446,490.0
4.0,2015-02-02 00:12:57,2015-02-02 00:40:06,55,,1.0,3,2111,2,637,737,11.0,9.0,8.0,446,668.0
4.0,2015-01-31 02:00:18,2015-01-31 03:01:26,55,,1.0,1,736,1,736,736,7.0,3.0,7.0,446,631.0
4.0,2015-01-24 21:19:51,2015-01-24 22:01:21,55,,1.0,9,7525,4,450,1145,9.0,9.0,10.0,446,757.0
4.0,2015-02-04 04:19:31,2015-02-04 05:10:23,55,,1.0,3,600,2,100,250,9.0,7.0,6.0,446,744.0
4.0,2015-02-03 02:25:49,2015-02-03 03:41:42,55,,1.0,2,1582,2,811,933,20.0,18.0,22.0,446,728.0
4.0,2015-02-06 02:11:25,2015-02-06 03:03:19,55,,1.0,1,737,1,737,737,17.0,10.0,13.0,446,713.0
4.0,2015-01-30 21:47:17,2015-01-30 22:28:39,55,,1.0,1,737,1,737,737,7.0,9.0,9.0,446,398.0
4.0,2015-02-14 03:52:24,2015-02-14 05:10:01,55,,1.0,3,1002,3,65,737,11.0,11.0,17.0,446,974.0
4.0,2015-02-04 23:21:43,2015-02-05 00:00:37,55,,1.0,5,2662,4,250,1100,5.0,0.0,0.0,446,820.0
4.0,2015-01-24 21:52:34,2015-01-24 22:28:25,55,,1.0,2,837,2,200,637,9.0,8.0,9.0,446,482.0
4.0,2015-01-31 23:56:37,2015-02-01 00:49:32,55,,1.0,1,737,1,737,737,7.0,4.0,3.0,446,720.0
4.0,2015-01-25 03:30:17,2015-01-25 04:27:22,55,,1.0,3,1799,2,325,737,8.0,9.0,15.0,446,240.0
4.0,2015-01-23 03:14:16,2015-01-23 04:18:40,55,,1.0,2,1350,2,575,775,9.0,8.0,18.0,446,809.0
4.0,2015-01-21 21:36:56,2015-01-21 22:14:50,55,,1.0,2,1092,2,355,737,4.0,2.0,2.0,446,653.0
4.0,2015-02-11 03:28:02,2015-02-11 04:03:28,55,,1.0,7,1690,4,65,475,12.0,11.0,13.0,446,307.0
4.0,2015-02-07 22:02:30,2015-02-07 22:47:29,55,,1.0,4,2120,3,200,1145,10.0,8.0,10.0,446,766.0
4.0,2015-02-17 19:53:36,2015-02-17 20:31:49,55,,1.0,14,3954,4,65,737,8.0,6.0,8.0,446,720.0
4.0,2015-02-01 01:47:14,2015-02-01 03:04:14,55,,1.0,7,2371,4,175,736,9.0,9.0,9.0,446,523.0
4.0,2015-02-16 02:03:24,2015-02-16 03:37:01,55,,1.0,1,736,1,736,736,9.0,8.0,12.0,446,351.0
4.0,2015-01-22 19:43:14,2015-01-22 20:20:46,55,,1.0,1,725,1,725,725,11.0,5.0,8.0,446,791.0
4.0,2015-01-26 02:00:44,2015-01-26 02:45:45,55,,1.0,3,2208,1,736,736,14.0,12.0,11.0,446,484.0
4.0,2015-02-16 03:49:34,2015-02-16 05:09:10,55,,1.0,2,1900,2,725,1175,7.0,7.0,16.0,446,496.0
4.0,2015-02-15 02:19:23,2015-02-15 03:38:19,55,,1.0,3,1599,2,125,737,6.0,6.0,11.0,446,386.0
4.0,2015-02-12 01:45:15,2015-02-12 02:23:42,55,,1.0,3,1245,2,355,535,16.0,14.0,13.0,446,297.0
4.0,2015-02-15 20:13:48,2015-02-15 20:51:32,55,,1.0,1,1190,1,1190,1190,7.0,7.0,12.0,446,402.0
4.0,2015-02-12 22:45:02,2015-02-13 00:08:32,55,,4.0,1,675,1,675,675,11.0,3.0,1.0,446,569.0
4.0,2015-01-29 19:23:13,2015-01-29 19:51:18,55,,1.0,1,1145,1,1145,1145,8.0,6.0,10.0,446,523.0
4.0,2015-01-26 00:11:18,2015-01-26 00:32:34,55,,1.0,2,800,2,125,675,11.0,8.0,7.0,446,402.0
4.0,2015-02-07 02:17:14,2015-02-07 03:21:15,55,,1.0,2,1300,2,575,725,13.0,12.0,22.0,446,386.0
4.0,2015-01-23 01:08:28,2015-01-23 01:51:09,55,,1.0,2,936,2,200,736,8.0,3.0,3.0,446,650.0
4.0,2015-02-09 03:47:37,2015-02-09 04:26:00,55,,1.0,4,2337,3,250,1100,12.0,11.0,15.0,446,496.0
4.0,2015-02-14 01:56:07,2015-02-14 03:05:52,55,,1.0,2,1474,1,737,737,12.0,9.0,13.0,446,923.0
4.0,2015-02-07 22:59:04,2015-02-07 23:29:05,55,,1.0,6,2887,5,125,975,7.0,5.0,5.0,446,231.0
4.0,2015-02-07 05:49:43,2015-02-07 06:27:15,55,,1.0,2,1474,1,737,737,7.0,7.0,9.0,446,428.0
4.0,2015-02-16 04:22:49,2015-02-16 05:26:29,55,,1.0,10,2832,4,65,737,9.0,9.0,8.0,446,720.0
4.0,2015-01-31 23:09:38,2015-01-31 23:57:09,55,,1.0,2,1474,1,737,737,5.0,4.0,3.0,446,668.0
4.0,2015-01-30 20:00:15,2015-01-30 21:00:12,55,,1.0,1,725,1,725,725,11.0,7.0,10.0,446,543.0
4.0,2015-02-18 01:21:00,2015-02-18 02:36:08,55,,1.0,3,2005,3,355,875,8.0,8.0,8.0,446,893.0
4.0,2015-01-27 01:10:50,2015-01-27 02:31:18,55,,1.0,19,10921,13,65,1075,4.0,4.0,6.0,446,399.0
4.0,2015-02-09 01:14:47,2015-02-09 01:58:49,55,,1.0,4,2750,2,500,875,9.0,7.0,9.0,446,732.0
4.0,2015-01-25 02:54:07,2015-01-25 04:08:05,55,,1.0,8,4433,4,200,1145,7.0,7.0,15.0,446,625.0
4.0,2015-01-30 02:58:19,2015-01-30 04:11:43,55,,1.0,2,1272,2,535,737,15.0,14.0,19.0,446,648.0
4.0,2015-01-21 23:43:28,2015-01-22 01:58:48,55,,1.0,3,1799,2,325,737,5.0,3.0,3.0,446,949.0
4.0,2015-01-25 21:46:56,2015-01-25 22:26:17,55,,1.0,2,1374,2,637,737,13.0,9.0,8.0,446,401.0
4.0,2015-01-22 21:43:54,2015-01-22 22:10:03,55,,1.0,2,862,2,125,737,6.0,6.0,6.0,446,177.0
4.0,2015-01-26 00:53:30,2015-01-26 01:30:18,55,,1.0,1,736,1,736,736,11.0,10.0,14.0,446,648.0
4.0,2015-01-31 04:31:41,2015-01-31 05:56:47,55,,1.0,4,1931,3,302,678,14.0,8.0,24.0,446,758.0
4.0,2015-01-25 20:38:11,2015-01-25 21:13:49,55,,1.0,11,5614,7,0,775,14.0,4.0,4.0,446,293.0
4.0,2015-01-29 01:54:29,2015-01-29 02:43:21,55,,1.0,2,855,2,65,725,16.0,7.0,9.0,446,465.0
4.0,2015-02-08 00:34:29,2015-02-08 01:41:09,55,,1.0,12,5208,3,65,737,9.0,8.0,8.0,446,648.0
4.0,2015-02-12 01:42:31,2015-02-12 02:31:57,55,,1.0,3,2149,2,675,737,16.0,12.0,11.0,446,819.0
4.0,2015-02-12 00:59:46,2015-02-12 01:42:34,55,,1.0,6,5135,6,575,1190,11.0,9.0,8.0,446,337.0
4.0,2015-01-26 00:16:41,2015-01-26 00:57:53,55,,1.0,1,725,1,725,725,10.0,10.0,9.0,446,715.0
4.0,2015-02-02 02:27:26,2015-02-02 04:15:08,55,,1.0,2,1474,1,737,737,11.0,11.0,26.0,446,738.0
4.0,2015-01-31 22:16:37,2015-01-31 23:00:28,55,,1.0,7,4331,6,125,1145,5.0,6.0,6.0,446,625.0
4.0,2015-02-13 23:55:18,2015-02-14 00:29:59,55,,1.0,2,1700,2,725,975,9.0,2.0,2.0,446,617.0
4.0,2015-02-14 05:43:19,2015-02-14 06:58:29,55,,1.0,1,725,1,725,725,4.0,4.0,6.0,446,699.0
4.0,2015-01-24 21:19:43,2015-01-24 22:04:52,55,,1.0,9,3941,5,250,737,9.0,9.0,10.0,446,807.0
4.0,2015-02-02 02:09:48,2015-02-02 03:14:57,55,,1.0,5,2320,4,250,675,11.0,9.0,14.0,446,640.0
4.0,2015-02-11 23:16:21,2015-02-12 00:01:29,55,,1.0,3,1237,2,250,737,7.0,4.0,4.0,446,756.0
4.0,2015-02-01 21:56:00,2015-02-01 23:24:13,55,,1.0,2,802,2,65,737,6.0,5.0,5.0,446,340.0
6.0,2015-02-08 04:02:02,2015-02-08 04:41:41,5565,dessert,4.0,1,1035,1,1035,1035,,,,251,392.0
6.0,2015-02-14 04:28:27,2015-02-14 05:07:21,5565,dessert,4.0,2,2070,2,1035,1035,,,,251,621.0
6.0,2015-01-28 03:56:59,2015-01-28 04:44:29,5565,dessert,4.0,2,2070,2,1035,1035,,,,251,637.0
6.0,2015-02-06 03:59:34,2015-02-06 04:25:06,5565,dessert,4.0,1,1035,1,1035,1035,,,,251,392.0
6.0,2015-02-02 02:40:07,2015-02-02 03:56:13,5565,dessert,4.0,2,2070,2,1035,1035,,,,251,570.0
6.0,2015-01-25 23:03:45,2015-01-26 00:11:06,5565,dessert,4.0,1,1221,1,1051,1180,,,,251,542.0
6.0,2015-02-12 05:28:55,2015-02-12 05:56:47,5565,dessert,4.0,3,3105,3,1035,1035,,,,251,566.0
6.0,2015-02-16 02:57:17,2015-02-16 03:56:27,5565,dessert,4.0,1,1035,1,1035,1035,,,,251,571.0
6.0,2015-02-07 03:36:53,2015-02-07 04:50:57,5565,dessert,4.0,1,1035,1,1035,1035,,,,251,429.0
6.0,2015-02-09 04:20:22,2015-02-09 04:56:25,5565,dessert,4.0,2,2070,2,1035,1035,,,,251,794.0
6.0,2015-01-23 01:31:17,2015-01-23 02:30:37,5565,dessert,4.0,1,1035,1,1035,1035,,,,251,307.0
6.0,2015-02-03 02:10:18,2015-02-03 03:11:18,5565,dessert,4.0,2,2070,2,1035,1035,,,,251,620.0
6.0,2015-02-11 23:38:09,2015-02-12 00:16:17,5565,dessert,4.0,1,1035,1,1035,1035,,,,251,316.0
6.0,2015-01-28 03:27:49,2015-01-28 04:08:32,5565,dessert,4.0,3,3105,3,1035,1035,,,,251,485.0
4.0,2015-01-26 05:28:00,2015-01-26 05:57:01,5565,dessert,5.0,1,1035,1,1035,1035,,,,251,388.0
3.0,2015-01-26 20:35:02,2015-01-26 21:02:29,1618,burger,1.0,1,1000,1,725,725,,,,446,78.0
3.0,2015-01-23 04:25:18,2015-01-23 05:05:23,1618,burger,1.0,2,1795,2,725,795,,,,446,646.0
3.0,2015-01-30 02:05:08,2015-01-30 03:01:01,1618,burger,1.0,3,2245,3,725,795,,,,446,646.0
3.0,2015-01-22 19:45:53,2015-01-22 20:16:17,1618,burger,1.0,1,1000,1,725,725,,,,446,78.0
3.0,2015-02-06 01:45:35,2015-02-06 02:29:19,1618,burger,1.0,3,3170,2,725,895,,,,446,487.0
3.0,2015-02-02 02:34:37,2015-02-02 04:09:23,1618,burger,1.0,3,2545,3,725,795,,,,446,11.0
3.0,2015-02-14 01:51:19,2015-02-14 02:25:41,1618,burger,1.0,2,1719,2,783,936,,,,446,486.0
3.0,2015-02-05 21:40:22,2015-02-05 22:17:45,1618,burger,1.0,1,1100,1,725,725,,,,446,404.0
3.0,2015-02-01 04:32:44,2015-02-01 05:02:46,1618,burger,1.0,2,1795,2,695,725,,,,446,270.0
3.0,2015-01-29 20:09:19,2015-01-29 20:36:53,1618,burger,1.0,2,1719,2,783,936,,,,446,484.0
3.0,2015-01-22 21:59:09,2015-01-22 22:30:10,1618,burger,1.0,3,2953,3,725,895,,,,446,484.0
3.0,2015-01-24 01:48:31,2015-01-24 02:51:34,1618,burger,1.0,5,5000,3,650,750,,,,446,406.0
3.0,2015-01-23 20:10:37,2015-01-23 20:44:00,1618,burger,1.0,2,1719,2,783,936,,,,446,484.0
3.0,2015-02-18 01:32:21,2015-02-18 02:25:30,1618,burger,1.0,2,2000,2,725,725,,,,446,693.0
3.0,2015-01-28 05:01:13,2015-01-28 05:55:29,1618,burger,1.0,1,1000,1,725,725,,,,446,590.0
3.0,2015-02-06 04:11:49,2015-02-06 04:56:40,1618,burger,1.0,5,4750,4,650,725,,,,446,708.0
1.0,2015-01-27 03:22:28,2015-01-27 03:58:50,649,,,1,949,1,899,899,40.0,46.0,67.0,251,423.0
1.0,2015-01-29 19:26:27,2015-01-29 20:09:44,6468,seafood,1.0,2,4020,2,1030,2990,4.0,2.0,2.0,446,
,2015-02-01 22:23:15,2015-02-01 23:25:15,5599,,1.0,3,1870,3,225,895,0.0,0.0,0.0,446,547.0
4.0,2015-02-13 19:09:10,2015-02-13 19:50:29,1155,,5.0,5,2375,4,200,800,31.0,29.0,40.0,251,970.0
2.0,2015-02-18 01:16:47,2015-02-18 02:08:02,4343,sushi,,10,13950,1,1395,1395,28.0,26.0,30.0,251,511.0
6.0,2015-02-14 02:22:29,2015-02-14 02:57:56,1779,sushi,3.0,1,1095,1,1095,1095,,,,251,602.0
6.0,2015-01-23 03:42:52,2015-01-23 04:14:31,1779,dessert,5.0,1,795,1,795,795,,,,251,737.0
6.0,2015-02-11 02:19:50,2015-02-11 03:01:17,1779,dessert,5.0,3,3695,3,1150,1295,,,,251,498.0
6.0,2015-02-06 04:41:33,2015-02-06 05:22:07,1779,dessert,5.0,1,2115,1,895,895,,,,251,538.0
2.0,2015-02-17 18:28:47,2015-02-17 18:59:26,1779,salad,5.0,2,1490,2,295,1195,,,,251,229.0
6.0,2015-02-08 05:33:14,2015-02-08 06:17:46,1779,dessert,5.0,2,2190,2,1095,1095,,,,251,181.0
6.0,2015-01-27 17:32:51,2015-01-27 18:29:45,1779,dessert,5.0,3,1695,3,225,1095,,,,251,232.0
6.0,2015-02-11 17:55:04,2015-02-11 18:14:02,1779,dessert,5.0,1,1090,1,795,795,,,,251,229.0
6.0,2015-02-06 22:40:32,2015-02-06 23:19:02,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,484.0
6.0,2015-02-15 06:18:42,2015-02-15 06:43:09,1779,dessert,5.0,2,1345,2,550,795,,,,251,674.0
6.0,2015-01-25 02:10:43,2015-01-25 02:43:05,1779,dessert,5.0,5,3290,5,250,1295,,,,251,105.0
5.0,2015-02-02 22:20:58,2015-02-02 23:12:18,1779,american,5.0,2,1320,2,525,795,,,,251,497.0
6.0,2015-02-16 05:38:41,2015-02-16 06:14:39,1779,dessert,5.0,2,2145,2,895,1250,,,,251,575.0
1.0,2015-02-14 05:48:09,2015-02-14 06:20:25,1779,sandwich,3.0,3,1985,3,325,795,,,,251,444.0
6.0,2015-01-24 03:39:44,2015-01-24 04:34:36,1779,dessert,5.0,1,1645,1,895,895,,,,251,754.0
6.0,2015-02-15 18:43:46,2015-02-15 19:09:11,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,571.0
6.0,2015-02-16 04:15:02,2015-02-16 04:47:00,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,176.0
6.0,2015-02-07 17:11:24,2015-02-07 17:41:42,1779,dessert,5.0,2,1925,2,550,1250,,,,251,385.0
6.0,2015-01-26 16:44:29,2015-01-26 17:59:10,1779,dessert,5.0,4,2565,3,225,1095,,,,251,675.0
6.0,2015-01-25 18:20:40,2015-01-25 18:55:26,1779,dessert,5.0,10,5295,6,225,850,,,,251,403.0
6.0,2015-02-02 05:57:47,2015-02-02 06:34:17,1779,dessert,5.0,2,1070,2,275,795,,,,251,269.0
6.0,2015-02-01 01:02:05,2015-02-01 01:36:50,1779,dessert,5.0,1,1800,1,1150,1150,,,,251,597.0
6.0,2015-02-14 04:55:34,2015-02-14 05:33:33,1779,dessert,5.0,1,795,1,795,795,,,,251,755.0
6.0,2015-02-09 05:01:41,2015-02-09 06:00:14,1779,dessert,5.0,2,1890,2,795,1095,,,,251,428.0
6.0,2015-02-13 17:14:09,2015-02-13 17:50:38,1779,dessert,5.0,2,1725,2,375,1250,,,,251,539.0
6.0,2015-01-30 04:16:03,2015-01-30 04:41:39,1779,dessert,5.0,1,550,1,550,550,,,,251,502.0
6.0,2015-02-11 03:50:19,2015-02-11 04:27:25,1779,dessert,5.0,6,6720,5,375,1295,,,,251,25.0
6.0,2015-01-26 03:51:24,2015-01-26 04:10:40,1779,dessert,5.0,1,1150,1,1150,1150,,,,251,229.0
6.0,2015-02-15 22:06:57,2015-02-15 23:08:14,1779,dessert,5.0,2,2170,2,795,1250,,,,251,498.0
6.0,2015-02-02 19:43:52,2015-02-02 20:25:27,1779,dessert,5.0,1,1195,1,1195,1195,,,,251,526.0
6.0,2015-02-04 18:24:50,2015-02-04 18:47:18,1779,dessert,5.0,1,965,1,825,825,,,,251,216.0
6.0,2015-02-10 03:57:40,2015-02-10 04:29:27,1779,dessert,5.0,1,795,1,795,795,,,,251,563.0
6.0,2015-02-08 04:38:53,2015-02-08 05:25:23,1779,dessert,5.0,5,2810,5,150,850,,,,251,618.0
6.0,2015-02-04 05:05:35,2015-02-04 05:37:59,1779,dessert,5.0,1,1990,1,1195,1195,,,,251,610.0
6.0,2015-02-15 22:18:13,2015-02-15 22:55:26,1779,dessert,5.0,3,1795,3,175,895,,,,251,465.0
6.0,2015-02-17 03:09:45,2015-02-17 06:57:41,1779,dessert,5.0,1,1095,1,1095,1095,,,,251,510.0
6.0,2015-01-24 18:28:23,2015-01-24 18:59:03,1779,dessert,5.0,5,5430,5,795,1250,,,,251,329.0
6.0,2015-02-10 03:34:21,2015-02-10 04:03:23,1779,dessert,5.0,1,1520,1,1195,1195,,,,251,490.0
6.0,2015-02-08 21:57:33,2015-02-08 22:22:50,1779,dessert,5.0,2,2050,2,375,1250,,,,251,105.0
6.0,2015-02-12 03:41:19,2015-02-12 04:12:24,1779,dessert,5.0,1,1295,1,1295,1295,,,,251,707.0
6.0,2015-02-02 19:13:00,2015-02-02 19:57:19,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,736.0
6.0,2015-01-31 22:41:52,2015-01-31 23:16:04,1779,dessert,5.0,4,4690,4,1095,1250,,,,251,478.0
6.0,2015-02-15 16:41:01,2015-02-15 17:12:16,1779,dessert,5.0,3,2440,3,150,1195,,,,251,575.0
6.0,2015-01-24 17:12:40,2015-01-24 17:48:00,1779,dessert,5.0,3,2285,3,325,1095,,,,251,533.0
6.0,2015-02-09 20:26:17,2015-02-09 21:13:56,1779,dessert,5.0,2,2590,2,1295,1295,,,,251,346.0
6.0,2015-02-02 19:04:28,2015-02-02 19:44:52,1779,dessert,5.0,4,1560,3,150,825,,,,251,232.0
6.0,2015-02-15 19:49:21,2015-02-15 20:36:47,1779,dessert,5.0,3,2997,3,220,1436,,,,251,545.0
6.0,2015-02-08 03:46:05,2015-02-08 04:22:03,1779,dessert,5.0,2,2345,2,1095,1250,,,,251,592.0
6.0,2015-01-31 18:05:29,2015-01-31 18:45:21,1779,dessert,5.0,2,2290,2,1095,1195,,,,251,555.0
6.0,2015-02-10 20:03:37,2015-02-10 20:29:40,1779,dessert,5.0,1,1195,1,1195,1195,,,,251,229.0
6.0,2015-02-14 02:58:22,2015-02-14 03:36:20,1779,dessert,5.0,3,3440,3,895,1295,,,,251,468.0
6.0,2015-02-06 04:49:41,2015-02-06 05:28:34,1779,dessert,5.0,1,795,1,795,795,,,,251,514.0
6.0,2015-01-27 22:55:20,2015-01-27 23:32:03,1779,dessert,5.0,6,5050,2,225,1150,,,,251,485.0
6.0,2015-01-22 02:37:15,2015-01-22 03:19:29,1779,dessert,5.0,2,1613,2,600,952,,,,251,352.0
6.0,2015-02-01 18:58:18,2015-02-01 19:33:55,1779,dessert,5.0,1,1575,1,1250,1250,,,,251,456.0
6.0,2015-02-17 22:52:48,2015-02-17 23:15:24,1779,dessert,5.0,1,1090,1,795,795,,,,251,229.0
6.0,2015-02-02 19:50:03,2015-02-02 20:34:52,1779,dessert,5.0,2,2090,2,795,1195,,,,251,387.0
6.0,2015-01-27 02:32:14,2015-01-27 03:16:53,1779,dessert,5.0,1,1620,1,1295,1295,,,,251,530.0
6.0,2015-02-02 18:55:25,2015-02-02 19:46:49,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,226.0
4.0,2015-02-14 06:29:28,2015-02-14 06:54:12,1779,hawaiian,5.0,5,2920,4,275,1095,,,,251,103.0
6.0,2015-01-28 03:07:33,2015-01-28 03:54:26,1779,dessert,5.0,2,1375,2,550,825,,,,251,717.0
6.0,2015-01-23 03:36:03,2015-01-23 04:04:38,1779,dessert,5.0,2,2490,2,1195,1295,,,,251,421.0
6.0,2015-02-13 00:02:01,2015-02-13 00:38:50,1779,dessert,5.0,2,2590,2,1295,1295,,,,251,586.0
6.0,2015-02-07 18:09:56,2015-02-07 18:43:21,1779,dessert,5.0,2,1150,2,325,825,,,,251,553.0
6.0,2015-01-26 04:47:34,2015-01-26 05:16:23,1779,dessert,5.0,3,3385,3,795,1295,,,,251,87.0
6.0,2015-02-07 01:26:11,2015-02-07 01:58:21,1779,dessert,5.0,2,1685,2,295,1095,,,,251,313.0
6.0,2015-02-15 19:50:52,2015-02-15 20:30:26,1779,dessert,5.0,5,3550,5,275,1095,,,,251,317.0
6.0,2015-02-10 19:12:20,2015-02-10 19:50:39,1779,dessert,5.0,2,1550,2,325,1225,,,,251,547.0
6.0,2015-02-11 04:29:56,2015-02-11 05:05:27,1779,dessert,5.0,2,2300,1,1150,1150,,,,251,734.0
6.0,2015-02-12 02:35:20,2015-02-12 03:17:04,1779,dessert,5.0,4,5005,4,895,1295,,,,251,635.0
6.0,2015-01-31 06:21:09,2015-01-31 06:49:48,1779,dessert,5.0,1,1390,1,895,895,,,,251,526.0
6.0,2015-01-28 03:26:47,2015-01-28 06:49:39,1779,dessert,5.0,2,2255,2,825,1095,,,,251,372.0
6.0,2015-02-15 19:19:56,2015-02-15 19:44:19,1779,dessert,5.0,4,4615,4,1075,1250,,,,251,328.0
6.0,2015-02-01 16:17:16,2015-02-01 17:29:45,1779,dessert,5.0,4,3135,4,295,1195,,,,251,299.0
6.0,2015-01-24 17:56:51,2015-01-24 18:15:12,1779,dessert,5.0,2,1890,2,795,1095,,,,251,68.0
6.0,2015-02-05 21:58:58,2015-02-05 22:20:48,1779,dessert,5.0,3,2095,3,295,1250,,,,251,105.0
6.0,2015-02-12 21:11:03,2015-02-12 21:46:13,1779,dessert,5.0,1,895,1,795,795,,,,251,518.0
6.0,2015-02-01 18:51:45,2015-02-01 19:30:37,1779,dessert,5.0,3,2965,3,795,1050,,,,251,265.0
1.0,2015-02-03 19:59:19,2015-02-03 20:32:21,1779,pizza,3.0,2,2345,2,1150,1195,,,,251,189.0
6.0,2015-02-09 00:20:28,2015-02-09 00:52:26,1779,dessert,5.0,1,1395,1,1395,1395,,,,251,787.0
6.0,2015-02-15 21:05:49,2015-02-15 21:36:02,1779,dessert,5.0,2,2090,2,795,1295,,,,251,114.0
3.0,2015-02-10 03:48:37,2015-02-10 04:34:56,1779,american,2.0,4,4080,4,795,1395,,,,251,629.0
6.0,2015-02-07 20:11:59,2015-02-07 20:59:28,1779,dessert,5.0,1,1095,1,1095,1095,,,,251,604.0
6.0,2015-01-23 03:42:22,2015-01-23 04:05:39,1779,dessert,5.0,2,2450,1,1225,1225,,,,251,210.0
6.0,2015-02-17 02:38:40,2015-02-17 03:30:34,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,700.0
6.0,2015-02-07 22:12:57,2015-02-07 22:55:38,1779,dessert,5.0,5,4430,4,795,1250,,,,251,499.0
5.0,2015-01-23 00:54:32,2015-01-23 01:29:25,1779,mexican,1.0,2,3040,2,1244,1116,,,,251,407.0
6.0,2015-01-31 19:01:16,2015-01-31 19:40:52,1779,dessert,5.0,1,1150,1,1150,1150,,,,251,493.0
6.0,2015-02-04 04:47:52,2015-02-04 05:32:27,1779,dessert,5.0,2,1845,2,550,1295,,,,251,526.0
6.0,2015-02-13 19:28:47,2015-02-13 20:38:26,1779,dessert,5.0,2,2640,2,1095,1250,,,,251,544.0
6.0,2015-01-22 03:24:20,2015-01-22 03:58:46,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,458.0
6.0,2015-01-24 03:03:31,2015-01-24 04:12:30,1779,dessert,5.0,3,3120,3,575,1295,,,,251,351.0
6.0,2015-02-04 02:07:54,2015-02-04 02:47:34,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,572.0
6.0,2015-02-15 21:22:35,2015-02-15 21:55:11,1779,dessert,5.0,1,1090,1,795,795,,,,251,229.0
6.0,2015-02-16 05:19:09,2015-02-16 05:53:34,1779,dessert,5.0,1,795,1,795,795,,,,251,727.0
6.0,2015-02-06 17:47:40,2015-02-06 18:28:45,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,329.0
6.0,2015-02-08 00:49:58,2015-02-08 02:32:40,1779,dessert,5.0,3,1795,2,250,1295,,,,251,164.0
6.0,2015-02-07 20:12:29,2015-02-07 20:51:43,1779,dessert,5.0,2,1945,2,795,1150,,,,251,499.0
6.0,2015-02-10 22:58:42,2015-02-10 23:29:19,1779,dessert,5.0,1,1295,1,1295,1295,,,,251,586.0
6.0,2015-02-18 05:09:47,2015-02-18 05:37:07,1779,dessert,5.0,4,2490,4,250,795,,,,251,253.0
6.0,2015-01-31 21:02:48,2015-01-31 21:32:45,1779,dessert,5.0,4,2980,3,295,1295,,,,251,482.0
6.0,2015-02-16 22:35:06,2015-02-16 23:03:06,1779,vietnamese,5.0,1,1250,1,1250,1250,,,,251,578.0
6.0,2015-02-14 05:07:54,2015-02-14 05:37:30,1779,,,6,7879,4,1263,1404,,,,251,26.0
6.0,2015-02-06 22:26:07,2015-02-06 22:46:05,1779,dessert,5.0,3,1870,3,525,795,,,,251,498.0
6.0,2015-01-26 18:13:02,2015-01-26 19:09:53,1779,dessert,5.0,4,2875,4,295,1095,,,,251,436.0
6.0,2015-02-10 04:27:37,2015-02-10 05:01:39,1779,dessert,5.0,1,1317,1,1246,1225,,,,251,979.0
6.0,2015-01-22 02:48:55,2015-01-22 03:24:23,1779,dessert,5.0,5,3385,3,250,1295,,,,251,322.0
6.0,2015-02-18 05:03:51,2015-02-18 05:51:43,1779,dessert,5.0,2,2145,2,895,1250,,,,251,632.0
6.0,2015-02-14 19:18:17,2015-02-14 19:52:38,1779,dessert,5.0,1,1250,1,1250,1250,,,,251,380.0
